-------------------------
PID Controller Parameters:
Position PID: P: 1, I: 0, D: 1
1743252088.709550628 Received IMU Angular Velocity - [0.00710383, -0.0121111, 0.00609764]
1743252088.713733076 Received IMU Angular Velocity - [0.00710383, -0.0121111, 0.00609764]
1743252088.719582640 Received IMU Angular Velocity - [0.00177751, 0.0049331, 0.00290185]
1743252088.723644869 Received IMU Angular Velocity - [-0.00248355, 0.00812889, 0.00503238]
1743252088.729395815 Received IMU Angular Velocity - [0.00710383, 0.00280257, 0.00716291]
1743252088.733842729 Received IMU Angular Velocity - [0.0102996, -0.00465428, 0.00396711]
1743252088.739632072 Received IMU Angular Velocity - [0.0113649, -0.0110459, 0.00396711]
1743252088.793767005 Received IMU Angular Velocity - [0.0124302, 0.0049331, 0.00609764]
1743252088.799518846 Received IMU Angular Velocity - [0.0102996, -0.00358902, 0.000771319]
1743252088.803750251 Received IMU Angular Velocity - [0.0102996, -0.0099806, 0.00290185]
1743252088.809526539 Received IMU Angular Velocity - [0.0049733, -0.0110459, 0.00609764]
1743252088.813811285 Received IMU Angular Velocity - [0.00603857, -0.00465428, 0.00609764]
1743252088.819528952 Received IMU Angular Velocity - [0.00603857, 0.00280257, 0.00609764]
1743252088.823759749 Received IMU Angular Velocity - [0.00390804, 0.00812889, 0.00290185]
1743252088.829556388 Received IMU Angular Velocity - [-0.00248355, 0.00706363, 0.00290185]
1743252088.833605434 Received IMU Angular Velocity - [0.00816909, -0.00358902, 0.00396711]
1743252088.839553521 Received IMU Angular Velocity - [0.0113649, -0.0110459, 0.00503238]
1743252088.843884985 Received IMU Angular Velocity - [0.00390804, -0.0110459, 0.00503238]
1743252088.863736699 Received IMU Angular Velocity - [0.0102996, 0.0017373, 0.00716291]
1743252088.869389761 Received IMU Angular Velocity - [0.0113649, -0.00465428, 0.00716291]
1743252088.873845315 Received IMU Angular Velocity - [0.0102996, -0.0099806, 0.00290185]
1743252088.879570566 Received IMU Angular Velocity - [0.00390804, -0.00678481, 0.00396711]
1743252088.883880111 Received IMU Angular Velocity - [-0.000353022, 0.000672041, 0.00396711]
1743252088.889568115 Received IMU Angular Velocity - [-0.000353022, 0.00812889, 0.00609764]
1743252088.893929433 Received IMU Angular Velocity - [0.00603857, 0.00706363, 0.00716291]
1743252088.899551233 Received IMU Angular Velocity - [0.0145607, -0.00145849, 0.00716291]
1743252088.903756975 Received IMU Angular Velocity - [0.0134954, -0.00891534, 0.00290185]
1743252088.909596940 Received IMU Angular Velocity - [0.00284277, -0.0099806, 0.00503238]
1743252088.913688352 Received IMU Angular Velocity - [-0.00248355, -0.00465428, 0.00609764]
1743252088.919531965 Received IMU Angular Velocity - [0.00390804, 0.00386783, 0.00716291]
1743252088.923799336 Received IMU Angular Velocity - [0.00710383, 0.00812889, 0.00609764]
1743252088.929436367 Received IMU Angular Velocity - [0.00816909, 0.0049331, 0.00290185]
1743252088.933694970 Received IMU Angular Velocity - [0.000712243, -0.000393224, 0.00290185]
1743252088.939539863 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00396711]
1743252088.944068437 Received IMU Angular Velocity - [0.0102996, -0.0099806, 0.00503238]
1743252088.949540036 Received IMU Angular Velocity - [0.0049733, -0.00358902, 0.00609764]
1743252088.953722708 Received IMU Angular Velocity - [0.00816909, 0.00280257, 0.00609764]
1743252088.959571568 Received IMU Angular Velocity - [0.00177751, 0.00812889, 0.00183658]
1743252088.963800221 Received IMU Angular Velocity - [-0.00141829, 0.00599836, 0.00290185]
1743252088.969566813 Received IMU Angular Velocity - [0.0102996, -0.00358902, 0.00396711]
1743252088.973666417 Received IMU Angular Velocity - [0.00923436, -0.0099806, 0.00609764]
1743252088.979808991 Received IMU Angular Velocity - [0.00603857, -0.00891534, 0.00290185]
1743252088.983791352 Received IMU Angular Velocity - [0.00177751, -0.000393224, 0.00396711]
1743252088.989424927 Received IMU Angular Velocity - [0.00284277, 0.0049331, 0.00290185]
1743252088.993808037 Received IMU Angular Velocity - [0.00603857, 0.00812889, 0.00290185]
1743252088.999546502 Received IMU Angular Velocity - [0.00923436, -0.000393224, 0.00609764]
1743252089.003748501 Received IMU Angular Velocity - [0.0124302, -0.00891534, 0.00609764]
1743252089.009582514 Received IMU Angular Velocity - [0.00923436, -0.0121111, 0.00183658]
1743252089.013877820 Received IMU Angular Velocity - [-0.00141829, -0.00571955, 0.00183658]
1743252089.019390888 Received IMU Angular Velocity - [-0.00461408, 0.00386783, 0.00609764]
1743252089.023719953 Received IMU Angular Velocity - [0.00603857, 0.00812889, 0.00609764]
1743252089.029669064 Received IMU Angular Velocity - [0.00816909, 0.00706363, 0.00822817]
1743252089.033815513 Received IMU Angular Velocity - [0.0124302, -0.000393224, 0.00503238]
1743252089.039370148 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00503238]
1743252089.043737994 Received IMU Angular Velocity - [0.00710383, -0.0121111, 0.00396711]
1743252089.049555368 Received IMU Angular Velocity - [0.000712243, -0.00678481, 0.00609764]
1743252089.053731191 Received IMU Angular Velocity - [0.00177751, 0.00280257, 0.00609764]
1743252089.059420988 Received IMU Angular Velocity - [0.00816909, 0.0049331, 0.00609764]
1743252089.063744708 Received IMU Angular Velocity - [0.00816909, 0.0049331, 0.00183658]
1743252089.069540419 Received IMU Angular Velocity - [0.0049733, -0.00252375, 0.00396711]
1743252089.073716242 Received IMU Angular Velocity - [0.0102996, -0.00785008, 0.00396711]
1743252089.079536080 Received IMU Angular Velocity - [0.00177751, -0.00678481, 0.00396711]
1743252089.083986034 Received IMU Angular Velocity - [0.000712243, -0.00145849, 0.00503238]
1743252089.089574363 Received IMU Angular Velocity - [-0.000353022, 0.00386783, 0.00503238]
1743252089.093946241 Received IMU Angular Velocity - [0.00816909, 0.00599836, 0.00396711]
1743252089.099381874 Received IMU Angular Velocity - [0.00923436, -0.000393224, 0.00290185]
1743252089.103740601 Received IMU Angular Velocity - [0.00710383, -0.00571955, 0.00609764]
1743252089.109532792 Received IMU Angular Velocity - [0.00923436, -0.0099806, 0.00609764]
1743252089.113728230 Received IMU Angular Velocity - [0.00923436, -0.00678481, 0.00396711]
1743252089.119530469 Received IMU Angular Velocity - [-0.000353022, 0.0017373, 0.00396711]
1743252089.133668900 Received IMU Angular Velocity - [0.00816909, 0.0017373, 0.00609764]
1743252089.143804874 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00396711]
1743252089.153885459 Received IMU Angular Velocity - [0.00177751, 0.00280257, 0.00503238]
1743252089.169406541 Received IMU Angular Velocity - [0.0124302, -0.00252375, 0.00503238]
1743252089.179556210 Received IMU Angular Velocity - [0.00603857, -0.0099806, 0.00503238]
1743252089.189389640 Received IMU Angular Velocity - [-0.00354881, 0.00599836, 0.00503238]
1743252089.199609706 Received IMU Angular Velocity - [0.0145607, 0.00280257, 0.00396711]
1743252089.203712797 Received IMU Angular Velocity - [0.0134954, -0.00571955, 0.00290185]
1743252089.219605380 Received IMU Angular Velocity - [0.00177751, -0.000393224, 0.00503238]
1743252089.229540565 Received IMU Angular Velocity - [0.00923436, 0.00919416, 0.00396711]
1743252089.233779105 Received IMU Angular Velocity - [0.00923436, 0.00280257, 0.00396711]
1743252089.249562670 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00396711]
1743252089.263628368 Received IMU Angular Velocity - [-0.000353022, 0.00919416, 0.00290185]
1743252089.273677019 Received IMU Angular Velocity - [0.00923436, -0.00571955, 0.00503238]
1743252089.289513157 Received IMU Angular Velocity - [0.00177751, 0.00386783, 0.00396711]
1743252089.293739666 Received IMU Angular Velocity - [-0.00354881, 0.00706363, 0.00396711]
1743252089.303751807 Received IMU Angular Velocity - [0.0134954, -0.00465428, 0.00396711]
1743252089.309384646 Received IMU Angular Velocity - [0.0124302, -0.0110459, 0.00396711]
1743252089.323841364 Received IMU Angular Velocity - [0.00284277, 0.00599836, 0.00503238]
1743252089.363761421 Received IMU Angular Velocity - [0.00816909, 0.00599836, 0.00396711]
1743252089.383918239 Received IMU Angular Velocity - [0.00603857, -0.00678481, 0.00609764]
1743252089.393567710 Received IMU Angular Velocity - [0.00390804, 0.00919416, 0.00290185]
1743252089.419696679 Received IMU Angular Velocity - [0.00603857, -0.00358902, 0.00609764]
1743252089.433628336 Received IMU Angular Velocity - [0.00710383, 0.00386783, 0.00609764]
1743252089.443740055 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00396711]
1743252089.453840287 Received IMU Angular Velocity - [-0.00141829, -0.00358902, 0.00503238]
1743252089.469363257 Received IMU Angular Velocity - [0.0113649, 0.00280257, 0.00609764]
1743252089.479514654 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00396711]
1743252089.489634886 Received IMU Angular Velocity - [0.00710383, 0.00599836, 0.00503238]
1743252089.499568886 Received IMU Angular Velocity - [0.00816909, -0.00145849, 0.00290185]
1743252089.509361646 Received IMU Angular Velocity - [0.0124302, -0.00891534, 0.00396711]
1743252089.519485204 Received IMU Angular Velocity - [0.00603857, 0.0049331, 0.00822817]
1743252089.523731937 Received IMU Angular Velocity - [0.00603857, 0.0049331, 0.00822817]
1743252089.529497793 Received IMU Angular Velocity - [0.0049733, 0.00599836, 0.00396711]
1743252089.533714351 Received IMU Angular Velocity - [0.0049733, 0.00599836, 0.00396711]
1743252089.543650559 Received IMU Angular Velocity - [0.0113649, -0.0099806, 0.00716291]
1743252089.549489148 Received IMU Angular Velocity - [-0.000353022, -0.00571955, 0.00396711]
1743252089.553781382 Received IMU Angular Velocity - [-0.000353022, -0.00571955, 0.00396711]
1743252089.569488982 Received IMU Angular Velocity - [0.0049733, -0.00358902, 0.00822817]
1743252089.573810430 Received IMU Angular Velocity - [0.0049733, -0.00358902, 0.00822817]
1743252089.583754062 Received IMU Angular Velocity - [0.00603857, -0.00891534, 0.00503238]
1743252089.593764475 Received IMU Angular Velocity - [0.00284277, 0.00599836, 0.00396711]
1743252089.599491485 Received IMU Angular Velocity - [0.00816909, 0.0017373, 0.00503238]
1743252089.603722954 Received IMU Angular Velocity - [0.00816909, 0.0017373, 0.00503238]
1743252089.609511881 Received IMU Angular Velocity - [0.0102996, -0.0110459, 0.00290185]
1743252089.613695129 Received IMU Angular Velocity - [0.0102996, -0.0110459, 0.00290185]
1743252089.619651664 Received IMU Angular Velocity - [-0.00461408, 0.00386783, 0.00609764]
1743252089.623724996 Received IMU Angular Velocity - [-0.00461408, 0.00386783, 0.00609764]
1743252089.629579776 Received IMU Angular Velocity - [0.00603857, 0.00812889, 0.00183658]
1743252089.633666612 Received IMU Angular Velocity - [0.00603857, 0.00812889, 0.00183658]
1743252089.639628011 Received IMU Angular Velocity - [0.00390804, -0.00678481, 0.00609764]
1743252089.643709215 Received IMU Angular Velocity - [0.00816909, -0.0110459, 0.00503238]
1743252089.649484287 Received IMU Angular Velocity - [-0.000353022, -0.00678481, 0.00396711]
1743252089.653778729 Received IMU Angular Velocity - [0.000712243, 0.0017373, 0.00396711]
1743252089.659315733 Received IMU Angular Velocity - [0.00603857, 0.00812889, 0.00396711]
1743252089.663728057 Received IMU Angular Velocity - [0.0134954, 0.0049331, 0.00396711]
1743252089.669506200 Received IMU Angular Velocity - [0.0049733, -0.00252375, 0.00396711]
1743252089.673678248 Received IMU Angular Velocity - [0.00710383, -0.00785008, 0.00503238]
1743252089.679596641 Received IMU Angular Velocity - [0.00923436, -0.00891534, 0.00396711]
1743252089.683878155 Received IMU Angular Velocity - [0.00284277, -0.00358902, 0.00503238]
1743252089.689354074 Received IMU Angular Velocity - [-0.00141829, 0.00599836, 0.00609764]
1743252089.693811676 Received IMU Angular Velocity - [0.00923436, 0.00599836, 0.00396711]
1743252089.699446275 Received IMU Angular Velocity - [0.00816909, 0.000672041, 0.00503238]
1743252089.703688079 Received IMU Angular Velocity - [0.00710383, -0.00785008, 0.00503238]
1743252089.709490958 Received IMU Angular Velocity - [0.0102996, -0.0121111, 0.00396711]
1743252089.713668701 Received IMU Angular Velocity - [0.00603857, -0.00891534, 0.00290185]
1743252089.719523609 Received IMU Angular Velocity - [-0.00248355, 0.0017373, 0.00503238]
1743252089.723637516 Received IMU Angular Velocity - [0.000712243, 0.00812889, 0.00716291]
1743252089.743681444 Received IMU Angular Velocity - [0.00284277, -0.0121111, 0.00716291]
1743252089.749474083 Received IMU Angular Velocity - [0.0049733, -0.00785008, 0.00396711]
1743252089.759549005 Received IMU Angular Velocity - [0.00177751, 0.00812889, 0.00609764]
1743252089.763682462 Received IMU Angular Velocity - [0.00816909, 0.00599836, 0.00290185]
1743252089.779483626 Received IMU Angular Velocity - [0.00816909, -0.0121111, 0.00609764]
1743252089.783772148 Received IMU Angular Velocity - [0.00177751, -0.00465428, 0.00396711]
1743252089.793705029 Received IMU Angular Velocity - [0.000712243, 0.00812889, 0.00716291]
1743252089.799480228 Received IMU Angular Velocity - [0.00710383, 0.00386783, 0.00290185]
1743252089.829464205 Received IMU Angular Velocity - [0.000712243, 0.00919416, 0.00609764]
1743252089.833755543 Received IMU Angular Velocity - [0.0134954, 0.000672041, 0.00503238]
1743252089.839503544 Received IMU Angular Velocity - [0.0113649, -0.00678481, 0.00290185]
1743252089.843662440 Received IMU Angular Velocity - [0.00603857, -0.0110459, 0.00503238]
1743252089.849630687 Received IMU Angular Velocity - [0.0049733, -0.00891534, 0.00609764]
1743252089.853676053 Received IMU Angular Velocity - [0.00177751, -0.000393224, 0.00609764]
1743252089.859477427 Received IMU Angular Velocity - [-0.00141829, 0.00706363, 0.00609764]
1743252089.863568327 Received IMU Angular Velocity - [0.0049733, 0.00706363, 0.00396711]
1743252089.869530206 Received IMU Angular Velocity - [0.0102996, 0.000672041, 0.00396711]
1743252089.873610322 Received IMU Angular Velocity - [0.0124302, -0.00785008, 0.00290185]
1743252089.879458479 Received IMU Angular Velocity - [0.00177751, -0.0099806, 0.00503238]
1743252089.909471509 Received IMU Angular Velocity - [0.00816909, -0.0110459, 0.00396711]
1743252089.943848066 Received IMU Angular Velocity - [0.00816909, -0.0121111, 0.00290185]
1743252089.963638567 Received IMU Angular Velocity - [-0.000353022, 0.00706363, 0.00396711]
1743252089.973652596 Received IMU Angular Velocity - [0.0145607, -0.00571955, 0.00396711]
1743252089.983827000 Received IMU Angular Velocity - [0.000712243, -0.00785008, 0.00503238]
1743252089.999440205 Received IMU Angular Velocity - [0.00923436, 0.00386783, 0.00609764]
1743252090.009463577 Received IMU Angular Velocity - [0.0102996, -0.0099806, 0.00290185]
1743252090.029478770 Received IMU Angular Velocity - [0.00710383, 0.00919416, 0.00396711]
1743252090.043759882 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00396711]
1743252090.059427324 Received IMU Angular Velocity - [0.0049733, 0.0049331, 0.00609764]
1743252090.079441141 Received IMU Angular Velocity - [0.0124302, -0.0110459, 0.00609764]
1743252090.283863355 Received IMU Angular Velocity - [0.0113649, -0.0110459, 0.00396711]
1743252090.289308364 Received IMU Angular Velocity - [0.00284277, -0.00252375, 0.00503238]
1743252090.303644288 Received IMU Angular Velocity - [0.0102996, 0.00280257, 0.00396711]
1743252090.489535620 Received IMU Angular Velocity - [0.0049733, 0.000672041, 0.00503238]
1743252090.583754886 Received IMU Angular Velocity - [0.00390804, -0.00785008, 0.00609764]
1743252090.593672951 Received IMU Angular Velocity - [0.00603857, 0.0049331, 0.00609764]
1743252090.743657402 Received IMU Angular Velocity - [0.0113649, -0.0099806, 0.00396711]
1743252090.749241635 Received IMU Angular Velocity - [0.00923436, -0.0099806, 0.00503238]
1743252090.753705989 Received IMU Angular Velocity - [0.0049733, -0.00465428, 0.00609764]
1743252090.759436487 Received IMU Angular Velocity - [0.00710383, 0.00280257, 0.00609764]
1743252090.763537402 Received IMU Angular Velocity - [0.0049733, 0.00812889, 0.00396711]
1743252090.769464338 Received IMU Angular Velocity - [0.00816909, 0.00599836, 0.00396711]
1743252090.859406794 Received IMU Angular Velocity - [0.00284277, 0.000672041, 0.00609764]
1743252090.863633335 Received IMU Angular Velocity - [0.00923436, 0.00599836, 0.00609764]
1743252090.953522993 Received IMU Angular Velocity - [0.00603857, -0.00785008, 0.00396711]
1743252091.009440746 Received IMU Angular Velocity - [0.0102996, -0.00252375, 0.00290185]
1743252091.079424069 Received IMU Angular Velocity - [0.0113649, -0.00785008, 0.00396711]
1743252091.083740781 Received IMU Angular Velocity - [0.0049733, -0.0099806, 0.00609764]
1743252091.089473199 Received IMU Angular Velocity - [0.00177751, -0.00465428, 0.00503238]
1743252091.093596385 Received IMU Angular Velocity - [0.0049733, 0.000672041, 0.00503238]
1743252091.099351906 Received IMU Angular Velocity - [-0.000353022, 0.00599836, 0.00396711]
1743252091.103838882 Received IMU Angular Velocity - [0.0049733, 0.0049331, 0.00396711]
1743252091.109235125 Received IMU Angular Velocity - [0.00816909, -0.00252375, 0.000771319]
1743252091.113592507 Received IMU Angular Velocity - [0.0102996, -0.00891534, 0.00183658]
1743252091.119416056 Received IMU Angular Velocity - [0.0049733, -0.00785008, 0.00609764]
1743252091.123676100 Received IMU Angular Velocity - [0.00284277, -0.00358902, 0.00609764]
1743252091.143538116 Received IMU Angular Velocity - [0.00816909, -0.00571955, 0.00290185]
1743252091.149356258 Received IMU Angular Velocity - [0.0049733, -0.0121111, 0.00290185]
1743252091.159281266 Received IMU Angular Velocity - [0.00177751, -0.00358902, 0.00503238]
1743252091.209452010 Received IMU Angular Velocity - [0.0102996, -0.00145849, 0.00290185]
1743252091.369434295 Received IMU Angular Velocity - [0.0124302, 0.0049331, 0.00503238]
1743252091.399362273 Received IMU Angular Velocity - [0.00603857, 0.00706363, 0.00396711]
1743252091.403638124 Received IMU Angular Velocity - [0.00603857, 0.00706363, 0.00396711]
1743252091.409392525 Received IMU Angular Velocity - [0.00816909, -0.00465428, 0.00396711]
1743252091.413700790 Received IMU Angular Velocity - [0.00816909, -0.00465428, 0.00396711]
1743252091.419490069 Received IMU Angular Velocity - [0.00710383, -0.00678481, 0.00503238]
1743252091.424116430 Received IMU Angular Velocity - [0.00710383, -0.00678481, 0.00503238]
1743252091.433550071 Received IMU Angular Velocity - [0.00710383, 0.0049331, 0.00609764]
1743252091.433684432 Received IMU Angular Velocity - [0.00710383, 0.0049331, 0.00609764]
1743252091.439575690 Received IMU Angular Velocity - [0.00390804, -0.000393224, 0.00396711]
1743252091.443854932 Received IMU Angular Velocity - [0.00390804, -0.000393224, 0.00396711]
1743252091.449886279 Received IMU Angular Velocity - [0.0049733, -0.0110459, 0.00503238]
1743252091.453641388 Received IMU Angular Velocity - [0.0049733, -0.0110459, 0.00503238]
1743252091.459505863 Received IMU Angular Velocity - [0.000712243, 0.0017373, 0.00503238]
1743252091.463606490 Received IMU Angular Velocity - [0.000712243, 0.0017373, 0.00503238]
1743252091.469364475 Received IMU Angular Velocity - [0.0102996, 0.00599836, 0.00183658]
1743252091.473597896 Received IMU Angular Velocity - [0.0102996, 0.00599836, 0.00183658]
1743252091.479408325 Received IMU Angular Velocity - [0.00923436, -0.0099806, 0.00396711]
1743252091.483727534 Received IMU Angular Velocity - [0.0124302, -0.0121111, 0.00290185]
Received Odometry - Position: x=0.12011, y=0.0700176, Linear Velocity: 0.00588513
Current yaw: 0.000257001 (roll: -0.0246737, pitch: -0.003926)
1743252091.489359189 Received IMU Angular Velocity - [-0.000353022, -0.00465428, 0.00503238]
1743252091.494585776 Received IMU Angular Velocity - [0.000712243, 0.00386783, 0.00716291]
1743252091.499380736 Received IMU Angular Velocity - [0.00177751, 0.00812889, 0.00396711]
1743252091.503481268 Received IMU Angular Velocity - [0.00177751, 0.00812889, 0.00396711]
-------------------------
[2025-03-29_20-41-31.506] No B-spline trajectory received.
-------------------------
1743252091.509857397 Received IMU Angular Velocity - [0.0049733, -0.00465428, 0.00396711]
1743252091.513563612 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00290185]
1743252091.519373562 Received IMU Angular Velocity - [0.00816909, -0.00891534, 0.00396711]
1743252091.523530635 Received IMU Angular Velocity - [0.00177751, -0.00145849, 0.00396711]
Received Odometry - Position: x=0.115238, y=0.0693853, Linear Velocity: 0.00559299
Current yaw: 0.00126309 (roll: -0.0261269, pitch: -0.0044074)
1743252091.529233454 Received IMU Angular Velocity - [0.00177751, 0.0049331, 0.00716291]
1743252091.533721422 Received IMU Angular Velocity - [0.0113649, 0.00706363, 0.00503238]
1743252091.539378996 Received IMU Angular Velocity - [0.0124302, -0.000393224, 0.00183658]
1743252091.543588642 Received IMU Angular Velocity - [0.0113649, -0.00678481, 0.00396711]
1743252091.549440989 Received IMU Angular Velocity - [0.00816909, -0.0121111, 0.00716291]
1743252091.553530097 Received IMU Angular Velocity - [0.00603857, -0.00785008, 0.00503238]
Received Odometry - Position: x=0.123291, y=0.0693686, Linear Velocity: 0.0809668
Current yaw: 0.0011111 (roll: -0.0264038, pitch: -0.00452128)
1743252091.559378445 Received IMU Angular Velocity - [-0.000353022, 0.000672041, 0.00503238]
1743252091.563762035 Received IMU Angular Velocity - [-0.00248355, 0.00812889, 0.00503238]
1743252091.569438295 Received IMU Angular Velocity - [0.00710383, 0.00706363, 0.00503238]
1743252091.573746592 Received IMU Angular Velocity - [0.00923436, 0.000672041, 0.00290185]
Received Odometry - Position: x=0.125931, y=0.0687077, Linear Velocity: 0.0475746
Current yaw: 0.000525294 (roll: -0.0264226, pitch: -0.00396479)
1743252091.579354696 Received IMU Angular Velocity - [0.00923436, -0.00891534, 0.00609764]
1743252091.583812522 Received IMU Angular Velocity - [0.00816909, -0.0121111, 0.00609764]
1743252091.589157311 Received IMU Angular Velocity - [0.0124302, -0.00891534, 0.00609764]
1743252091.593599425 Received IMU Angular Velocity - [0.00177751, 0.00280257, 0.00396711]
1743252091.599337347 Received IMU Angular Velocity - [0.000712243, 0.00706363, 0.00396711]
Received Odometry - Position: x=0.121431, y=0.0683181, Linear Velocity: 0.00755782
Current yaw: 0.000156417 (roll: -0.0274894, pitch: -0.00407227)
1743252091.603652523 Received IMU Angular Velocity - [0.0049733, 0.00599836, 0.00503238]
-------------------------
[2025-03-29_20-41-31.606] No B-spline trajectory received.
-------------------------
1743252091.609359950 Received IMU Angular Velocity - [0.0134954, -0.00252375, 0.00503238]
1743252091.613566972 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00609764]
1743252091.619345564 Received IMU Angular Velocity - [0.00284277, -0.00891534, 0.00503238]
Received Odometry - Position: x=0.115438, y=0.0693136, Linear Velocity: -0.00556632
Current yaw: 0.000315829 (roll: -0.025504, pitch: -0.00417289)
1743252091.623692675 Received IMU Angular Velocity - [0.00177751, -0.00358902, 0.00396711]
1743252091.629460163 Received IMU Angular Velocity - [-0.00248355, 0.0049331, 0.00290185]
1743252091.633566070 Received IMU Angular Velocity - [0.0049733, 0.00812889, 0.00609764]
1743252091.639348757 Received IMU Angular Velocity - [0.0124302, 0.0017373, 0.00396711]
Received Odometry - Position: x=0.107562, y=0.0687906, Linear Velocity: -0.00557572
Current yaw: 0.000957086 (roll: -0.0262436, pitch: -0.00346615)
1743252091.643658174 Received IMU Angular Velocity - [0.0134954, -0.00678481, 0.00290185]
1743252091.649367873 Received IMU Angular Velocity - [0.00816909, -0.0121111, 0.00183658]
1743252091.653526641 Received IMU Angular Velocity - [0.000712243, -0.00785008, 0.00503238]
Received Odometry - Position: x=0.110986, y=0.0696564, Linear Velocity: 0.0414232
Current yaw: 0.000635103 (roll: -0.0266189, pitch: -0.00376528)
1743252091.659397196 Received IMU Angular Velocity - [0.000712243, 0.0017373, 0.00503238]
1743252091.663682294 Received IMU Angular Velocity - [0.000712243, 0.00706363, 0.00716291]
1743252091.669280991 Received IMU Angular Velocity - [0.000712243, 0.00812889, 0.00609764]
1743252091.673563977 Received IMU Angular Velocity - [0.00710383, 0.0017373, 0.00183658]
1743252091.679368039 Received IMU Angular Velocity - [0.00816909, -0.00785008, 0.00183658]
1743252091.683823145 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00503238]
Received Odometry - Position: x=0.112033, y=0.0702452, Linear Velocity: 0.046776
Current yaw: 0.000289098 (roll: -0.0259157, pitch: -0.00350612)
1743252091.689460112 Received IMU Angular Velocity - [0.00284277, -0.00785008, 0.00609764]
1743252091.693569026 Received IMU Angular Velocity - [0.00923436, -0.000393224, 0.00609764]
