-------------------------
PID Controller Parameters:
Position PID: P: 1, I: 0, D: 1
1744873467.593664833 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00396711]
1744873467.598108238 Received IMU Angular Velocity - [0.00816909, -0.00785008, 0.00396711]
1744873467.603675574 Received IMU Angular Velocity - [0.00284277, -0.00145849, 0.00609764]
1744873467.608012448 Received IMU Angular Velocity - [-0.00141829, 0.00706363, 0.00822817]
1744873467.613662378 Received IMU Angular Velocity - [0.00390804, 0.00812889, 0.00609764]
1744873467.618007284 Received IMU Angular Velocity - [0.00710383, 0.00280257, 0.00183658]
1744873467.623815458 Received IMU Angular Velocity - [0.0049733, -0.00678481, 0.00396711]
1744873467.628010696 Received IMU Angular Velocity - [0.0102996, -0.0131764, 0.00609764]
1744873467.633819670 Received IMU Angular Velocity - [0.00923436, -0.00891534, 0.00503238]
1744873467.637997052 Received IMU Angular Velocity - [0.000712243, 0.000672041, 0.00396711]
1744873467.643809098 Received IMU Angular Velocity - [-0.000353022, 0.00812889, 0.00290185]
1744873467.648029425 Received IMU Angular Velocity - [0.00284277, 0.00706363, 0.00503238]
1744873467.653816575 Received IMU Angular Velocity - [0.00816909, 0.000672041, 0.00396711]
1744873467.658039974 Received IMU Angular Velocity - [0.00816909, -0.00785008, 0.00396711]
1744873467.663807667 Received IMU Angular Velocity - [0.0134954, -0.0121111, 0.00609764]
1744873467.668200510 Received IMU Angular Velocity - [0.00390804, -0.00678481, 0.00290185]
1744873467.673895593 Received IMU Angular Velocity - [0.00177751, 0.000672041, 0.00290185]
1744873467.683794171 Received IMU Angular Velocity - [0.00816909, 0.0049331, 0.00503238]
1744873467.713879226 Received IMU Angular Velocity - [0.00603857, 0.00386783, 0.00503238]
1744873467.717929501 Received IMU Angular Velocity - [0.00603857, 0.00386783, 0.00503238]
1744873467.723663113 Received IMU Angular Velocity - [0.0102996, -0.00571955, 0.00290185]
1744873467.727933745 Received IMU Angular Velocity - [0.00603857, -0.0110459, 0.00396711]
1744873467.733945220 Received IMU Angular Velocity - [0.00284277, -0.00145849, 0.00503238]
1744873467.738003175 Received IMU Angular Velocity - [0.00284277, -0.00145849, 0.00503238]
1744873467.743808213 Received IMU Angular Velocity - [-0.00141829, 0.00919416, 0.00183658]
1744873467.748001180 Received IMU Angular Velocity - [-0.00141829, 0.00919416, 0.00183658]
1744873467.768190889 Received IMU Angular Velocity - [0.0049733, -0.00678481, 0.00609764]
1744873467.773896372 Received IMU Angular Velocity - [-0.000353022, 0.00706363, 0.00290185]
1744873467.777918455 Received IMU Angular Velocity - [-0.000353022, 0.00706363, 0.00290185]
1744873467.783903881 Received IMU Angular Velocity - [0.00710383, -0.000393224, 0.00503238]
1744873467.793800635 Received IMU Angular Velocity - [0.00390804, -0.0099806, 0.00503238]
1744873467.808060567 Received IMU Angular Velocity - [-0.000353022, 0.00280257, 0.00396711]
1744873467.823894938 Received IMU Angular Velocity - [0.00816909, -0.0110459, 0.00290185]
1744873467.833855661 Received IMU Angular Velocity - [-0.000353022, -0.00358902, 0.00609764]
1744873467.843915843 Received IMU Angular Velocity - [0.000712243, 0.00919416, 0.00396711]
1744873467.853825909 Received IMU Angular Velocity - [0.00390804, -0.00465428, 0.00396711]
1744873467.858131422 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00183658]
1744873467.863797993 Received IMU Angular Velocity - [0.0049733, -0.0110459, 0.00503238]
1744873467.878155848 Received IMU Angular Velocity - [-0.000353022, 0.00706363, 0.00290185]
1744873467.883908852 Received IMU Angular Velocity - [0.000712243, 0.00280257, 0.00503238]
1744873467.887930038 Received IMU Angular Velocity - [0.00816909, -0.00571955, 0.00609764]
1744873467.893820678 Received IMU Angular Velocity - [0.0102996, -0.0099806, 0.00290185]
1744873467.898083022 Received IMU Angular Velocity - [0.0049733, -0.00571955, 0.00503238]
1744873467.903835707 Received IMU Angular Velocity - [0.00390804, 0.000672041, 0.00503238]
1744873467.908035906 Received IMU Angular Velocity - [0.000712243, 0.00812889, 0.00503238]
1744873467.913822959 Received IMU Angular Velocity - [0.000712243, 0.00706363, 0.00503238]
1744873467.918176057 Received IMU Angular Velocity - [0.0113649, -0.00145849, 0.00396711]
1744873467.923690976 Received IMU Angular Velocity - [0.0113649, -0.0099806, 0.00396711]
1744873467.927962120 Received IMU Angular Velocity - [0.00923436, -0.0110459, 0.00396711]
1744873467.937990141 Received IMU Angular Velocity - [-0.00141829, 0.00386783, 0.00609764]
1744873467.943815948 Received IMU Angular Velocity - [-0.00248355, 0.00919416, 0.00503238]
1744873467.948018098 Received IMU Angular Velocity - [0.00816909, 0.0049331, 0.00290185]
1744873467.953817504 Received IMU Angular Velocity - [0.00390804, -0.00252375, 0.00290185]
1744873467.958445265 Received IMU Angular Velocity - [0.00177751, -0.0099806, 0.00396711]
1744873467.973879562 Received IMU Angular Velocity - [-0.000353022, 0.00386783, 0.00503238]
1744873467.993859986 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00609764]
1744873468.018288903 Received IMU Angular Velocity - [0.00603857, 0.000672041, 0.00183658]
1744873468.037996809 Received IMU Angular Velocity - [-0.00141829, 0.0017373, 0.00609764]
1744873468.043656851 Received IMU Angular Velocity - [-0.00248355, 0.00812889, 0.00716291]
1744873468.048162850 Received IMU Angular Velocity - [-0.00141829, 0.00706363, 0.00503238]
1744873468.058160054 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00290185]
1744873468.063829664 Received IMU Angular Velocity - [0.0049733, -0.0099806, 0.00396711]
1744873468.068292974 Received IMU Angular Velocity - [0.00390804, -0.00252375, 0.00396711]
1744873468.083837834 Received IMU Angular Velocity - [0.0049733, 0.00280257, 0.00503238]
1744873468.108173660 Received IMU Angular Velocity - [-0.000353022, 0.00599836, 0.00503238]
1744873468.157940669 Received IMU Angular Velocity - [0.0113649, -0.00891534, 0.00290185]
1744873468.168278713 Received IMU Angular Velocity - [0.000712243, -0.00571955, 0.00609764]
1744873468.188108382 Received IMU Angular Velocity - [0.00816909, -0.00145849, 0.00396711]
1744873468.193981358 Received IMU Angular Velocity - [0.00710383, -0.00785008, 0.00503238]
1744873468.198029649 Received IMU Angular Velocity - [0.0049733, -0.0099806, 0.00609764]
1744873468.213832179 Received IMU Angular Velocity - [0.00390804, 0.00812889, 0.00396711]
1744873468.233818299 Received IMU Angular Velocity - [0.00390804, -0.00891534, 0.00609764]
1744873468.247993110 Received IMU Angular Velocity - [0.00390804, 0.00812889, 0.00396711]
1744873468.253799012 Received IMU Angular Velocity - [0.000712243, 0.0017373, 0.00609764]
1744873468.318068455 Received IMU Angular Velocity - [0.0049733, 0.00280257, 0.00609764]
1744873468.343863357 Received IMU Angular Velocity - [-0.00141829, 0.00599836, 0.00503238]
1744873468.348190823 Received IMU Angular Velocity - [0.00390804, 0.00812889, 0.00396711]
1744873468.353632876 Received IMU Angular Velocity - [0.00603857, 0.00280257, 0.00396711]
1744873468.357989238 Received IMU Angular Velocity - [0.00603857, -0.00678481, 0.00609764]
1744873468.403654195 Received IMU Angular Velocity - [0.00603857, -0.00678481, 0.00183658]
1744873468.438095260 Received IMU Angular Velocity - [0.000712243, -0.00358902, 0.00396711]
1744873468.468056633 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00396711]
1744873468.503944294 Received IMU Angular Velocity - [0.00603857, -0.00785008, 0.00396711]
1744873468.528143285 Received IMU Angular Velocity - [0.0145607, -0.0099806, 0.00396711]
1744873468.548180127 Received IMU Angular Velocity - [-0.00248355, 0.00812889, 0.00396711]
1744873468.558152115 Received IMU Angular Velocity - [0.0113649, -0.00252375, 0.00183658]
1744873468.568077318 Received IMU Angular Velocity - [0.00390804, -0.0121111, 0.00503238]
1744873468.608096024 Received IMU Angular Velocity - [0.000712243, -0.000393224, 0.00396711]
1744873468.717988054 Received IMU Angular Velocity - [0.00284277, 0.00812889, 0.00396711]
1744873468.808033199 Received IMU Angular Velocity - [-0.00141829, 0.00386783, 0.00609764]
1744873468.813849501 Received IMU Angular Velocity - [-0.00141829, 0.00706363, 0.00503238]
1744873468.818115589 Received IMU Angular Velocity - [0.00816909, 0.0017373, 0.00290185]
1744873468.937930326 Received IMU Angular Velocity - [-0.00141829, -0.00252375, 0.00396711]
1744873468.943881799 Received IMU Angular Velocity - [0.000712243, 0.00706363, 0.00503238]
1744873468.948119183 Received IMU Angular Velocity - [-0.00248355, 0.00919416, 0.00503238]
1744873468.953843707 Received IMU Angular Velocity - [0.00816909, 0.00386783, 0.00503238]
1744873468.958046561 Received IMU Angular Velocity - [0.0113649, -0.00465428, 0.00396711]
1744873468.963819055 Received IMU Angular Velocity - [0.00603857, -0.0110459, 0.00503238]
1744873468.968172441 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00503238]
1744873468.973821763 Received IMU Angular Velocity - [0.00284277, -0.000393224, 0.00290185]
1744873468.978319313 Received IMU Angular Velocity - [0.00603857, 0.00599836, 0.00396711]
1744873469.013681201 Received IMU Angular Velocity - [-0.000353022, 0.00812889, 0.00183658]
1744873469.033743260 Received IMU Angular Velocity - [0.00923436, -0.0121111, 0.00503238]
1744873469.063835804 Received IMU Angular Velocity - [0.0102996, -0.0121111, 0.00183658]
1744873469.098036640 Received IMU Angular Velocity - [0.0049733, -0.0099806, 0.00290185]
1744873469.118038697 Received IMU Angular Velocity - [0.0049733, 0.0049331, 0.00290185]
1744873469.137955376 Received IMU Angular Velocity - [0.0049733, -0.00571955, 0.00503238]
1744873469.173627161 Received IMU Angular Velocity - [0.00284277, -0.00465428, 0.00396711]
1744873469.203831387 Received IMU Angular Velocity - [0.00603857, -0.00891534, 0.00396711]
1744873469.207993185 Received IMU Angular Velocity - [0.00284277, -0.00145849, 0.00396711]
1744873469.213857297 Received IMU Angular Velocity - [0.00177751, 0.0049331, 0.00609764]
1744873469.253679934 Received IMU Angular Velocity - [0.00177751, 0.00812889, 0.00290185]
1744873469.333842567 Received IMU Angular Velocity - [0.00603857, -0.0110459, 0.00503238]
1744873469.368170990 Received IMU Angular Velocity - [0.00710383, -0.0121111, 0.00503238]
1744873469.403837494 Received IMU Angular Velocity - [0.0102996, -0.0110459, 0.00503238]
1744873469.523816844 Received IMU Angular Velocity - [0.0049733, 0.0049331, 0.00290185]
1744873469.593893918 Received IMU Angular Velocity - [0.00710383, -0.00785008, 0.00396711]
1744873469.658125761 Received IMU Angular Velocity - [0.00177751, 0.00706363, 0.00396711]
1744873469.698149140 Received IMU Angular Velocity - [0.0113649, -0.00465428, 0.00183658]
1744873469.718182013 Received IMU Angular Velocity - [0.00177751, 0.0049331, 0.00716291]
1744873469.723679940 Received IMU Angular Velocity - [0.00816909, 0.0017373, 0.000771319]
1744873469.758073037 Received IMU Angular Velocity - [0.00603857, -0.000393224, 0.00396711]
1744873469.783971494 Received IMU Angular Velocity - [-0.00248355, 0.0102594, 0.00503238]
1744873469.808101204 Received IMU Angular Velocity - [0.00390804, -0.00252375, 0.00503238]
1744873469.813823712 Received IMU Angular Velocity - [-0.000353022, 0.0049331, 0.00396711]
1744873469.818001638 Received IMU Angular Velocity - [0.00284277, 0.00706363, 0.00716291]
1744873469.823854230 Received IMU Angular Velocity - [0.00816909, 0.0017373, 0.00396711]
1744873469.827973786 Received IMU Angular Velocity - [0.00710383, -0.00678481, 0.00290185]
1744873469.833685318 Received IMU Angular Velocity - [0.00816909, -0.0110459, 0.00183658]
1744873469.838066865 Received IMU Angular Velocity - [0.0049733, -0.00891534, 0.00609764]
1744873469.844187943 Received IMU Angular Velocity - [0.00177751, 0.00280257, 0.00609764]
1744873469.848197801 Received IMU Angular Velocity - [0.00177751, 0.00706363, 0.00503238]
1744873469.854048600 Received IMU Angular Velocity - [0.00284277, 0.00706363, 0.00396711]
1744873469.858141628 Received IMU Angular Velocity - [0.00390804, -0.000393224, 0.000771319]
1744873469.863826887 Received IMU Angular Velocity - [0.00923436, -0.00891534, 0.00503238]
1744873469.868217906 Received IMU Angular Velocity - [0.00603857, -0.0110459, 0.00609764]
1744873469.873858012 Received IMU Angular Velocity - [0.00284277, -0.00678481, 0.00609764]
1744873469.878236615 Received IMU Angular Velocity - [-0.000353022, 0.00280257, 0.00503238]
1744873469.883682669 Received IMU Angular Velocity - [-0.00141829, 0.0102594, 0.000771319]
1744873469.887963989 Received IMU Angular Velocity - [0.00284277, 0.00599836, 0.00396711]
Received Odometry - Position: x=0.120124, y=0.0700288, Linear Velocity: 0.0044815
Current yaw: -6.00769e-05 (roll: -0.00429806, pitch: -0.00381145)
1744873469.893740771 Received IMU Angular Velocity - [0.00710383, -0.00252375, 0.00396711]
1744873469.898042060 Received IMU Angular Velocity - [0.0134954, -0.0099806, 0.00396711]
1744873469.903870554 Received IMU Angular Velocity - [0.00603857, -0.00891534, 0.00396711]
1744873469.908125986 Received IMU Angular Velocity - [0.00177751, -0.00252375, 0.00396711]
1744873469.913818094 Received IMU Angular Velocity - [-0.000353022, 0.00280257, 0.00183658]
1744873469.918115607 Received IMU Angular Velocity - [-0.00248355, 0.00706363, 0.00290185]
1744873469.923845091 Received IMU Angular Velocity - [0.00603857, 0.00280257, 0.00716291]
1744873469.928089675 Received IMU Angular Velocity - [0.0113649, -0.00571955, 0.00503238]
Received Odometry - Position: x=0.129307, y=0.0576883, Linear Velocity: 0.0186736
Current yaw: -0.0011319 (roll: -0.00513378, pitch: -0.000582116)
1744873469.934112222 Received IMU Angular Velocity - [0.00603857, -0.0099806, 0.00183658]
1744873469.938069119 Received IMU Angular Velocity - [0.00284277, -0.00891534, 0.00183658]
-------------------------
[2025-04-17_15-04-29.939] No B-spline trajectory received.
-------------------------
1744873469.943852812 Received IMU Angular Velocity - [-0.00248355, -0.000393224, 0.00503238]
1744873469.947997425 Received IMU Angular Velocity - [-0.000353022, 0.00812889, 0.00503238]
1744873469.953909026 Received IMU Angular Velocity - [0.00390804, 0.00706363, 0.00503238]
1744873469.958009510 Received IMU Angular Velocity - [0.00923436, 0.000672041, 0.00290185]
1744873469.963822740 Received IMU Angular Velocity - [0.00816909, -0.00891534, 0.000771319]
1744873469.968143038 Received IMU Angular Velocity - [0.00816909, -0.0131764, 0.00290185]
1744873469.973804296 Received IMU Angular Velocity - [0.00390804, -0.00891534, 0.00503238]
Received Odometry - Position: x=0.154193, y=0.0508299, Linear Velocity: 0.236099
Current yaw: -0.000221773 (roll: -0.00483042, pitch: -0.00434105)
1744873469.978136754 Received IMU Angular Velocity - [-0.000353022, 0.0017373, 0.00609764]
1744873469.983865054 Received IMU Angular Velocity - [0.000712243, 0.00812889, 0.00503238]
1744873469.987977059 Received IMU Angular Velocity - [0.0049733, 0.00706363, 0.00290185]
1744873469.993861907 Received IMU Angular Velocity - [0.00284277, -0.000393224, 0.00290185]
1744873469.997888533 Received IMU Angular Velocity - [0.00923436, -0.00785008, 0.00396711]
Received Odometry - Position: x=0.14764, y=0.0481147, Linear Velocity: 0.0571699
Current yaw: 0.00139053 (roll: -0.00467453, pitch: -0.00356517)
1744873470.003821191 Received IMU Angular Velocity - [0.0102996, -0.0110459, 0.00503238]
1744873470.008077583 Received IMU Angular Velocity - [0.000712243, -0.00571955, 0.00503238]
1744873470.013893629 Received IMU Angular Velocity - [0.000712243, 0.00280257, 0.00609764]
1744873470.017946272 Received IMU Angular Velocity - [0.00284277, 0.00599836, 0.00290185]
1744873470.023802447 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.00290185]
1744873470.028089240 Received IMU Angular Velocity - [0.00710383, -0.00252375, 0.00609764]
1744873470.033832421 Received IMU Angular Velocity - [0.0113649, -0.0110459, 0.00396711]
1744873470.037952042 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00290185]
-------------------------
[2025-04-17_15-04-30.039] No B-spline trajectory received.
-------------------------
Received Odometry - Position: x=0.144801, y=0.0434898, Linear Velocity: 0.0204662
Current yaw: 0.0017586 (roll: -0.00408787, pitch: -0.000603287)
1744873470.043817369 Received IMU Angular Velocity - [-0.000353022, -0.000393224, 0.00396711]
1744873470.047974047 Received IMU Angular Velocity - [-0.00248355, 0.00706363, 0.00503238]
1744873470.053817006 Received IMU Angular Velocity - [0.00177751, 0.00706363, 0.00503238]
1744873470.058113175 Received IMU Angular Velocity - [0.00710383, 0.0017373, 0.00503238]
1744873470.063804162 Received IMU Angular Velocity - [0.0113649, -0.00678481, 0.00396711]
1744873470.068158317 Received IMU Angular Velocity - [0.0113649, -0.0121111, 0.00183658]
Received Odometry - Position: x=0.141586, y=0.0460445, Linear Velocity: 0.00473578
Current yaw: -0.000180831 (roll: -0.00571856, pitch: -0.00352903)
1744873470.073901529 Received IMU Angular Velocity - [0.00923436, -0.00891534, 0.00503238]
1744873470.078024350 Received IMU Angular Velocity - [-0.00354881, -0.000393224, 0.00609764]
1744873470.083806859 Received IMU Angular Velocity - [0.000712243, 0.00706363, 0.00503238]
1744873470.088068660 Received IMU Angular Velocity - [0.00390804, 0.00706363, 0.00503238]
1744873470.093804544 Received IMU Angular Velocity - [0.00603857, 0.000672041, 0.00183658]
1744873470.098042088 Received IMU Angular Velocity - [0.0049733, -0.00571955, 0.00290185]
1744873470.103814357 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00396711]
1744873470.108068957 Received IMU Angular Velocity - [0.0049733, -0.00571955, 0.00503238]
1744873470.113824202 Received IMU Angular Velocity - [-0.000353022, 0.00280257, 0.00609764]
Received Odometry - Position: x=0.145173, y=0.0479446, Linear Velocity: 0.0177556
Current yaw: 0.000449482 (roll: -0.00528636, pitch: -0.00285649)
1744873470.118104691 Received IMU Angular Velocity - [0.00390804, 0.00599836, 0.00716291]
1744873470.123836127 Received IMU Angular Velocity - [0.00710383, 0.0049331, 0.000771319]
1744873470.127928643 Received IMU Angular Velocity - [0.0049733, -0.00145849, 0.00290185]
1744873470.133815571 Received IMU Angular Velocity - [0.00923436, -0.00891534, 0.00396711]
1744873470.138109692 Received IMU Angular Velocity - [0.00710383, -0.0099806, 0.00503238]
-------------------------
[2025-04-17_15-04-30.139] No B-spline trajectory received.
-------------------------
1744873470.143849480 Received IMU Angular Velocity - [0.000712243, -0.00358902, 0.00396711]
1744873470.148009070 Received IMU Angular Velocity - [-0.00141829, 0.00599836, 0.00183658]
1744873470.153807996 Received IMU Angular Velocity - [-0.00248355, 0.00812889, 0.00290185]
Received Odometry - Position: x=0.149497, y=0.042265, Linear Velocity: 0.0450066
Current yaw: 0.000607806 (roll: -0.00575642, pitch: -0.00334824)
1744873470.158194663 Received IMU Angular Velocity - [0.0049733, 0.00386783, 0.00290185]
1744873470.163812721 Received IMU Angular Velocity - [0.00710383, -0.00358902, 0.00609764]
1744873470.168149307 Received IMU Angular Velocity - [0.0113649, -0.0121111, 0.00503238]
1744873470.173817990 Received IMU Angular Velocity - [0.00710383, -0.0121111, 0.00396711]
1744873470.178119343 Received IMU Angular Velocity - [0.0049733, -0.00252375, 0.00290185]
1744873470.183871708 Received IMU Angular Velocity - [-0.00674461, 0.00812889, 0.00609764]
Received Odometry - Position: x=0.146964, y=0.0430945, Linear Velocity: 0.0416695
Current yaw: -0.000152135 (roll: -0.00501523, pitch: -0.00329726)
1744873470.188016353 Received IMU Angular Velocity - [0.00177751, 0.00919416, 0.00716291]
1744873470.193816239 Received IMU Angular Velocity - [0.00603857, 0.0017373, 0.00503238]
1744873470.198101848 Received IMU Angular Velocity - [0.00603857, -0.00465428, 0.00183658]
1744873470.203916326 Received IMU Angular Velocity - [0.00710383, -0.0110459, 0.00290185]
Received Odometry - Position: x=0.155428, y=0.0494475, Linear Velocity: 0.0816719
Current yaw: -0.000310612 (roll: -0.00514546, pitch: -0.00529696)
1744873470.208058603 Received IMU Angular Velocity - [0.00390804, -0.00891534, 0.00503238]
1744873470.213808216 Received IMU Angular Velocity - [0.0049733, -0.000393224, 0.00503238]
1744873470.218115073 Received IMU Angular Velocity - [-0.00141829, 0.00599836, 0.00716291]
1744873470.223815885 Received IMU Angular Velocity - [0.00710383, 0.00599836, 0.00609764]
1744873470.228675812 Received IMU Angular Velocity - [0.00603857, 0.000672041, 0.000771319]
1744873470.233835810 Received IMU Angular Velocity - [0.00177751, -0.00678481, 0.00396711]
1744873470.238080522 Received IMU Angular Velocity - [0.00603857, -0.0099806, 0.00609764]
-------------------------
[2025-04-17_15-04-30.239] No B-spline trajectory received.
-------------------------
1744873470.243900984 Received IMU Angular Velocity - [0.00603857, -0.00571955, 0.00609764]
Received Odometry - Position: x=0.147819, y=0.0511529, Linear Velocity: 0.0467183
Current yaw: -0.000474103 (roll: -0.0046254, pitch: -0.00350879)
1744873470.247940219 Received IMU Angular Velocity - [0.00284277, 0.00386783, 0.00503238]
1744873470.253812683 Received IMU Angular Velocity - [-0.00354881, 0.00919416, 0.00290185]
1744873470.258184694 Received IMU Angular Velocity - [0.00390804, 0.0049331, 0.00396711]
1744873470.263825376 Received IMU Angular Velocity - [0.0113649, -0.00465428, 0.00290185]
1744873470.268073800 Received IMU Angular Velocity - [0.00923436, -0.0110459, 0.00503238]
1744873470.273814516 Received IMU Angular Velocity - [0.00816909, -0.0110459, 0.00609764]
1744873470.278177215 Received IMU Angular Velocity - [0.00284277, -0.00252375, 0.00609764]
Received Odometry - Position: x=0.130279, y=0.0462257, Linear Velocity: 0.0506219
Current yaw: 0.000775381 (roll: -0.0047701, pitch: -0.0045562)
1744873470.283660421 Received IMU Angular Velocity - [0.000712243, 0.00599836, 0.00396711]
1744873470.288091121 Received IMU Angular Velocity - [-0.000353022, 0.00919416, 0.00609764]
1744873470.293845502 Received IMU Angular Velocity - [0.00603857, 0.00280257, 0.00609764]
1744873470.297992452 Received IMU Angular Velocity - [0.00603857, -0.00571955, 0.00503238]
1744873470.303830706 Received IMU Angular Velocity - [0.00816909, -0.0099806, 0.00183658]
Received Odometry - Position: x=0.141769, y=0.0550821, Linear Velocity: 0.112834
Current yaw: 0.00127947 (roll: -0.00390733, pitch: -0.00407866)
1744873470.307974712 Received IMU Angular Velocity - [0.00710383, -0.00891534, 0.00290185]
1744873470.313830471 Received IMU Angular Velocity - [0.00390804, -0.000393224, 0.00290185]
1744873470.318081871 Received IMU Angular Velocity - [0.000712243, 0.00706363, 0.00503238]
1744873470.323918654 Received IMU Angular Velocity - [0.00177751, 0.00706363, 0.00716291]
1744873470.328015074 Received IMU Angular Velocity - [0.0102996, 0.0017373, 0.00609764]
1744873470.333699597 Received IMU Angular Velocity - [0.00923436, -0.00571955, 0.00183658]
1744873470.338095737 Received IMU Angular Velocity - [0.00603857, -0.0099806, 0.00396711]
-------------------------
[2025-04-17_15-04-30.339] No B-spline trajectory received.
-------------------------
1744873470.343819045 Received IMU Angular Velocity - [0.00284277, -0.00571955, 0.00716291]
1744873470.348080141 Received IMU Angular Velocity - [0.000712243, 0.0017373, 0.00503238]
1744873470.353830298 Received IMU Angular Velocity - [0.000712243, 0.00706363, 0.00396711]
Received Odometry - Position: x=0.142389, y=0.053031, Linear Velocity: 0.0514916
Current yaw: 0.00174371 (roll: -0.00380663, pitch: -0.0037954)
1744873470.358005216 Received IMU Angular Velocity - [0.0049733, 0.00599836, 0.00503238]
1744873470.363821358 Received IMU Angular Velocity - [0.00816909, -0.00145849, 0.00290185]
1744873470.368215738 Received IMU Angular Velocity - [0.0113649, -0.0110459, 0.00396711]
1744873470.373903493 Received IMU Angular Velocity - [0.00816909, -0.0121111, 0.00609764]
1744873470.378049994 Received IMU Angular Velocity - [0.00390804, -0.00571955, 0.00609764]
1744873470.383853208 Received IMU Angular Velocity - [0.000712243, 0.00280257, 0.00609764]
1744873470.388074368 Received IMU Angular Velocity - [0.00177751, 0.00812889, 0.00290185]
1744873470.393865997 Received IMU Angular Velocity - [0.00284277, 0.0049331, 0.00503238]
1744873470.398142102 Received IMU Angular Velocity - [0.00816909, -0.00358902, 0.00609764]
1744873470.403817313 Received IMU Angular Velocity - [0.0102996, -0.0110459, 0.00503238]
Received Odometry - Position: x=0.14912, y=0.0512031, Linear Velocity: -0.027205
Current yaw: -0.000636513 (roll: -0.00604926, pitch: -0.00271531)
1744873470.408103690 Received IMU Angular Velocity - [0.00603857, -0.0099806, 0.00503238]
1744873470.413859542 Received IMU Angular Velocity - [0.00284277, -0.00145849, 0.00396711]
1744873470.417892185 Received IMU Angular Velocity - [0.00390804, 0.00386783, 0.00290185]
1744873470.423846795 Received IMU Angular Velocity - [0.00284277, 0.00706363, 0.00396711]
1744873470.428126003 Received IMU Angular Velocity - [0.0049733, 0.00280257, 0.00716291]
Received Odometry - Position: x=0.128222, y=0.0483015, Linear Velocity: -0.161514
Current yaw: -0.000285122 (roll: -0.00493554, pitch: -0.00393815)
1744873470.433911489 Received IMU Angular Velocity - [0.0113649, -0.00678481, 0.00503238]
